file                           format  type   num_seqs      sum_len  min_len  avg_len  max_len   Q1   Q2   Q3  sum_gap  N50  Q20(%)  Q30(%)  GC(%)
MT1_11_WC_MiFish.2.fq.gz       FASTQ   DNA     140,122   20,029,161       55    142.9      143  143  143  143        0  143   96.63   92.21  40.52
MT1_12_1_MiFish.1.fq.gz        FASTQ   DNA     497,940   70,964,465       57    142.5      143  142  143  143        0  143   96.88   93.18  49.25
MT1_12_1_MiFish.2.fq.gz        FASTQ   DNA     497,940   70,965,570       57    142.5      143  142  143  143        0  143   97.08    93.6  44.59
MT1_12_2_MiFish.1.fq.gz        FASTQ   DNA     380,719   54,241,542       60    142.5      143  142  143  143        0  143   96.82   93.03  49.02
MT1_12_2_MiFish.2.fq.gz        FASTQ   DNA     380,719   54,273,936      116    142.6      143  142  143  143        0  143   96.91   93.22   44.5
MT1_12_3_MiFish.1.fq.gz        FASTQ   DNA     413,974   58,994,305       57    142.5      143  142  143  143        0  143   97.13   93.52     49
MT1_12_3_MiFish.2.fq.gz        FASTQ   DNA     413,974   59,003,391       57    142.5      143  142  143  143        0  143   97.25   93.77  44.51
MT1_12_4_MiFish.1.fq.gz        FASTQ   DNA     371,627   52,990,761       76    142.6      143  142  143  143        0  143    96.8      93   48.5
MT1_12_4_MiFish.2.fq.gz        FASTQ   DNA     371,627   52,987,062       76    142.6      143  142  143  143        0  143   97.03   93.46  44.46
MT1_12_5_MiFish.1.fq.gz        FASTQ   DNA     532,912   75,945,367       63    142.5      143  142  143  143        0  143   96.61   92.81  48.72
MT1_12_5_MiFish.2.fq.gz        FASTQ   DNA     532,912   75,972,594       63    142.6      143  142  143  143        0  143   96.95    93.3  44.07
MT1_1_2_MiFish.1.fq.gz         FASTQ   DNA   1,016,284  144,854,518       57    142.5      143  142  143  143        0  143   97.24    93.7   49.6
MT1_1_2_MiFish.2.fq.gz         FASTQ   DNA   1,016,284  144,816,683       57    142.5      143  142  142  143        0  142   97.39      94  44.75
MT1_12_WC_MiFish.1.fq.gz       FASTQ   DNA     107,301   15,319,129       74    142.8      143  143  143  143        0  143   96.55    92.6  48.01
MT1_12_WC_MiFish.2.fq.gz       FASTQ   DNA     107,301   15,306,368       74    142.6      143  142  143  143        0  143   96.84   93.06  42.89
MT1_13_1_MiFish.1.fq.gz        FASTQ   DNA     382,904   54,519,969       55    142.4      143  142  143  143        0  143    96.2   92.35  49.95
MT1_13_1_MiFish.2.fq.gz        FASTQ   DNA     382,904   54,588,709       55    142.6      143  142  143  143        0  143   96.64   92.81   44.3
MT1_13_2_MiFish.1.fq.gz        FASTQ   DNA   1,147,230  163,388,469       30    142.4      143  142  143  143        0  143   97.18   93.76  49.16
MT1_13_2_MiFish.2.fq.gz        FASTQ   DNA   1,147,230  163,547,929       30    142.6      143  142  143  143        0  143   97.16   93.72  44.56
MT1_13_3_MiFish.1.fq.gz        FASTQ   DNA   1,192,564  170,186,932       56    142.7      143  143  143  143        0  143   97.16   93.71  49.04
MT1_13_3_MiFish.2.fq.gz        FASTQ   DNA   1,192,564  170,059,893       56    142.6      143  142  143  143        0  143   97.22   93.77  43.39
MT1_13_4_MiFish.1.fq.gz        FASTQ   DNA     971,673  138,289,226       42    142.3      143  142  143  143        0  143   97.07   93.69  49.84
MT1_13_4_MiFish.2.fq.gz        FASTQ   DNA     971,673  138,530,398       57    142.6      143  142  143  143        0  143   97.16   93.77  44.42
MT1_1_3_MiFish.1.fq.gz         FASTQ   DNA     884,437  126,173,840       57    142.7      143  142  143  143        0  143   97.22   93.69  49.22
MT1_1_3_MiFish.2.fq.gz         FASTQ   DNA     884,437  126,232,232       57    142.7      143  142  143  143        0  143   97.14   93.62  43.75
MT1_13_WC_MiFish.1.fq.gz       FASTQ   DNA     193,333   27,634,616       57    142.9      143  143  143  143        0  143   95.58   90.97  48.04
MT1_13_WC_MiFish.2.fq.gz       FASTQ   DNA     193,333   27,588,914       57    142.7      143  142  143  143        0  143   96.21   91.64  42.16
MT1_14_1_MiFish.1.fq.gz        FASTQ   DNA     872,832  124,300,920       56    142.4      143  142  142  143        0  142   97.37      94  48.29
MT1_14_1_MiFish.2.fq.gz        FASTQ   DNA     872,832  124,348,525       56    142.5      143  142  142  143        0  142   97.32   93.92  43.83
MT1_14_2_MiFish.1.fq.gz        FASTQ   DNA     974,889  138,890,439       76    142.5      143  142  142  143        0  142   97.39    94.1  48.69
MT1_14_2_MiFish.2.fq.gz        FASTQ   DNA     974,889  138,819,337       76    142.4      143  142  142  143        0  142   97.23   93.79  44.28
MT1_14_3_MiFish.1.fq.gz        FASTQ   DNA   1,088,142  155,209,429       56    142.6      143  142  143  143        0  143   97.62   94.59  48.86
MT1_14_3_MiFish.2.fq.gz        FASTQ   DNA   1,088,142  154,806,716       56    142.3      143  142  142  143        0  142   97.21   93.75  44.59
MT1_14_4_MiFish.1.fq.gz        FASTQ   DNA   1,145,966  163,425,996       55    142.6      143  142  143  143        0  143   97.34   94.02  50.15
MT1_14_4_MiFish.2.fq.gz        FASTQ   DNA   1,145,966  163,249,560       55    142.5      143  142  142  143        0  142   97.19   93.77   44.5
MT1_14_5_MiFish.1.fq.gz        FASTQ   DNA   1,182,893  168,409,768       54    142.4      143  142  142  143        0  142   96.97    93.5  49.21
MT1_14_5_MiFish.2.fq.gz        FASTQ   DNA   1,182,893  168,193,074       54    142.2      143  142  142  142        0  142   96.71   92.99  44.86
MT1_1_4_MiFish.1.fq.gz         FASTQ   DNA   1,545,848  220,285,350       63    142.5      143  142  143  143        0  143   97.13   93.52  49.14
MT1_1_4_MiFish.2.fq.gz         FASTQ   DNA   1,545,848  220,450,205       63    142.6      143  142  143  143        0  143   97.23   93.68  44.18
MT1_14_WC_MiFish.1.fq.gz       FASTQ   DNA      41,932    5,991,784       84    142.9      143  143  143  143        0  143   95.72   91.11  46.78
MT1_14_WC_MiFish.2.fq.gz       FASTQ   DNA      41,932    5,992,562       84    142.9      143  143  143  143        0  143   96.28   91.78   41.3
MT1_15_1_MiFish.1.fq.gz        FASTQ   DNA   1,353,763  192,897,570       57    142.5      143  142  143  143        0  143    96.9   93.33  49.65
MT1_15_1_MiFish.2.fq.gz        FASTQ   DNA   1,353,763  192,778,377       57    142.4      143  142  142  143        0  142   96.82   93.16  43.86
MT1_15_2_MiFish.1.fq.gz        FASTQ   DNA   1,317,684  187,591,236       56    142.4      143  142  142  143        0  142   96.74   93.18  49.69
MT1_15_2_MiFish.2.fq.gz        FASTQ   DNA   1,317,684  187,592,697       56    142.4      143  142  142  143        0  142   96.68   92.96  43.68
MT1_15_3_MiFish.1.fq.gz        FASTQ   DNA   1,007,585  143,541,621       56    142.5      143  142  143  143        0  143   96.69      93  49.35
MT1_15_3_MiFish.2.fq.gz        FASTQ   DNA   1,007,585  143,570,222       56    142.5      143  142  142  143        0  142   96.69   92.89  44.05
MT1_15_4_MiFish.1.fq.gz        FASTQ   DNA   1,281,852  182,621,449       56    142.5      143  142  143  143        0  143   96.96   93.45  49.48
MT1_15_4_MiFish.2.fq.gz        FASTQ   DNA   1,281,852  182,696,498       56    142.5      143  142  143  143        0  143   96.88   93.21  44.13
MT1_15_5_MiFish.1.fq.gz        FASTQ   DNA     785,744  111,896,664       55    142.4      143  142  142  143        0  142   96.63   92.92  49.85
MT1_15_5_MiFish.2.fq.gz        FASTQ   DNA     785,744  111,889,228       55    142.4      143  142  142  143        0  142   96.63   92.85  44.03
MT1_1_5_MiFish.1.fq.gz         FASTQ   DNA   1,043,147  148,628,776       55    142.5      143  142  143  143        0  143   97.01   93.38  49.59
MT1_1_5_MiFish.2.fq.gz         FASTQ   DNA   1,043,147  148,689,326       55    142.5      143  142  143  143        0  143   97.18   93.67  44.68
MT1_15_WC_MiFish.1.fq.gz       FASTQ   DNA      46,875    6,691,643       55    142.8      143  143  143  143        0  143   95.69   91.17  47.75
MT1_15_WC_MiFish.2.fq.gz       FASTQ   DNA      46,875    6,692,726       55    142.8      143  143  143  143        0  143   96.01   91.57  44.71
MT1_16_1_MiFish.1.fq.gz        FASTQ   DNA   1,153,778  164,599,487       56    142.7      143  142  143  143        0  143   95.89   91.95  49.82
MT1_16_1_MiFish.2.fq.gz        FASTQ   DNA   1,153,778  164,606,245       56    142.7      143  142  143  143        0  143    96.5   92.54  46.19
MT1_16_2_MiFish.1.fq.gz        FASTQ   DNA     675,751   96,199,728       55    142.4      143  142  143  143        0  143   96.79   93.14  48.95
MT1_16_2_MiFish.2.fq.gz        FASTQ   DNA     675,751   96,283,513       55    142.5      143  142  142  143        0  142   96.81   93.17   44.1
MT1_16_3_MiFish.1.fq.gz        FASTQ   DNA     989,644  140,786,221       63    142.3      143  142  142  143        0  142   96.68   92.69  49.38
MT1_16_3_MiFish.2.fq.gz        FASTQ   DNA     989,644  141,076,170       72    142.6      143  142  143  143        0  143   97.25   93.85  44.61
MT1_16_4_MiFish.1.fq.gz        FASTQ   DNA   1,018,207  145,078,442       53    142.5      143  142  143  143        0  143    96.7   92.67   49.7
MT1_16_4_MiFish.2.fq.gz        FASTQ   DNA   1,018,207  145,123,531       53    142.5      143  142  143  143        0  143   97.43   94.05  44.21
MT1_16_5_MiFish.1.fq.gz        FASTQ   DNA   1,093,635  155,819,863       57    142.5      143  142  143  143        0  143   96.56   92.47  49.34
MT1_16_5_MiFish.2.fq.gz        FASTQ   DNA   1,093,635  155,829,495       57    142.5      143  142  142  143        0  142   97.33   93.99  44.33
MT1_16_WC_MiFish.1.fq.gz       FASTQ   DNA      95,238   13,529,125       63    142.1      143  142  142  142        0  142   96.98   93.14  40.82
MT1_16_WC_MiFish.2.fq.gz       FASTQ   DNA      95,238   13,530,836       63    142.1      143  142  142  142        0  142   96.17   91.44  37.24
MT1_17_1_MiFish.1.fq.gz        FASTQ   DNA   1,392,719  198,343,729       63    142.4      143  142  143  143        0  143   96.52   92.31  49.63
MT1_17_1_MiFish.2.fq.gz        FASTQ   DNA   1,392,719  198,741,730       63    142.7      143  142  143  143        0  143   97.32   93.93  44.83
MT1_17_2_MiFish.1.fq.gz        FASTQ   DNA   1,069,633  152,320,884       64    142.4      143  142  142  143        0  142   96.68   92.53  49.76
MT1_17_2_MiFish.2.fq.gz        FASTQ   DNA   1,069,633  152,632,039       64    142.7      143  142  143  143        0  143   97.54    94.3  44.93
MT1_17_3_MiFish.1.fq.gz        FASTQ   DNA     825,450  117,564,907       92    142.4      143  142  143  143        0  143   96.45   92.24  49.47
MT1_17_3_MiFish.2.fq.gz        FASTQ   DNA     825,450  117,711,147       92    142.6      143  142  143  143        0  143   97.28   93.89  44.71
MT1_17_4_MiFish.1.fq.gz        FASTQ   DNA   1,542,406  219,821,261       57    142.5      143  142  143  143        0  143   96.57    92.3  49.33
MT1_17_4_MiFish.2.fq.gz        FASTQ   DNA   1,542,406  219,982,007       57    142.6      143  142  143  143        0  143   97.37   93.98  44.62
MT1_17_5_MiFish.1.fq.gz        FASTQ   DNA     413,141   58,871,255       52    142.5      143  142  143  143        0  143   96.81   92.98  49.86
MT1_17_5_MiFish.2.fq.gz        FASTQ   DNA     413,141   58,950,753       52    142.7      143  142  143  143        0  143   97.29   93.88  44.74
MT1_17_WC_MiFish.1.fq.gz       FASTQ   DNA      53,385    7,631,094       97    142.9      143  143  143  143        0  143   96.55   92.51  48.97
MT1_17_WC_MiFish.2.fq.gz       FASTQ   DNA      53,385    7,630,690       97    142.9      143  143  143  143        0  143   96.62    92.8  48.82
MT1_18_1_MiFish.1.fq.gz        FASTQ   DNA   1,055,482  150,494,235       45    142.6      143  142  143  143        0  143   96.83   93.02  48.94
MT1_18_1_MiFish.2.fq.gz        FASTQ   DNA   1,055,482  150,424,294       45    142.5      143  142  143  143        0  143   97.16   93.63  43.36
MT1_18_2_MiFish.1.fq.gz        FASTQ   DNA     916,622  130,754,928       55    142.6      143  142  143  143        0  143   96.87   93.07  49.44
MT1_18_2_MiFish.2.fq.gz        FASTQ   DNA     916,622  130,695,183       55    142.6      143  142  143  143        0  143    97.3   93.85  44.07
MT1_18_3_MiFish.1.fq.gz        FASTQ   DNA     945,539  134,855,508       54    142.6      143  142  143  143        0  143   96.58   92.69  49.21
MT1_18_3_MiFish.2.fq.gz        FASTQ   DNA     945,539  134,751,272       54    142.5      143  142  143  143        0  143   97.13   93.63  43.89
MT1_18_4_MiFish.1.fq.gz        FASTQ   DNA     796,204  113,623,485       98    142.7      143  142  143  143        0  143   96.75   92.89  48.87
MT1_18_4_MiFish.2.fq.gz        FASTQ   DNA     796,204  113,488,012       98    142.5      143  142  143  143        0  143   97.05    93.4  43.82
MT1_18_5_MiFish.1.fq.gz        FASTQ   DNA     948,806  135,334,031       41    142.6      143  142  143  143        0  143   96.85   93.08  49.19
MT1_18_5_MiFish.2.fq.gz        FASTQ   DNA     948,806  135,168,505       41    142.5      143  142  142  143        0  142   97.13   93.56  44.04
MT1_18_WC_MiFish.1.fq.gz       FASTQ   DNA       5,679      800,089       59    140.9      143  142  143  143        0  143   93.93   89.13   48.6
MT1_18_WC_MiFish.2.fq.gz       FASTQ   DNA       5,679      800,362       59    140.9      143  142  143  143        0  143   94.57   89.95  44.08
MT1_19_1_MiFish.1.fq.gz        FASTQ   DNA     863,266  123,084,722       83    142.6      143  142  143  143        0  143   96.72   92.93  49.51
MT1_19_1_MiFish.2.fq.gz        FASTQ   DNA     863,266  122,749,137       83    142.2      143  142  142  142        0  142   97.29   94.01  44.71
MT1_19_2_MiFish.1.fq.gz        FASTQ   DNA   1,037,883  148,201,765      114    142.8      143  143  143  143        0  143   96.53   92.67  49.11
MT1_19_2_MiFish.2.fq.gz        FASTQ   DNA   1,037,883  147,485,439      114    142.1      143  142  142  142        0  142   97.45   94.34   44.6
MT1_19_3_MiFish.1.fq.gz        FASTQ   DNA     243,526   34,776,690       57    142.8      143  143  143  143        0  143   97.12   93.73  49.01
MT1_19_3_MiFish.2.fq.gz        FASTQ   DNA     243,526   34,613,227       56    142.1      143  142  142  142        0  142   97.36   94.18  44.79
MT1_19_4_MiFish.1.fq.gz        FASTQ   DNA     540,389   77,119,936       54    142.7      143  143  143  143        0  143   97.03   93.54  49.12
MT1_19_4_MiFish.2.fq.gz        FASTQ   DNA     540,389   76,811,372       54    142.1      143  142  142  142        0  142   97.17   93.85  44.81
MT1_19_5_MiFish.1.fq.gz        FASTQ   DNA     488,698   69,800,612       57    142.8      143  143  143  143        0  143   97.19   93.79  49.15
MT1_19_5_MiFish.2.fq.gz        FASTQ   DNA     488,698   69,463,649       57    142.1      143  142  142  142        0  142   97.37   94.15  45.13
MT1_19_WC_MiFish.1.fq.gz       FASTQ   DNA      48,642    6,953,738       75      143      143  143  143  143        0  143   96.52   92.63  53.69
MT1_19_WC_MiFish.2.fq.gz       FASTQ   DNA      48,642    6,953,484       75      143      143  143  143  143        0  143   96.25   92.14  48.97
MT1_1_WC_MiFish.1.fq.gz        FASTQ   DNA     227,137   32,452,675      109    142.9      143  143  143  143        0  143    96.2    91.7  46.08
MT1_1_WC_MiFish.2.fq.gz        FASTQ   DNA     227,137   32,460,050      109    142.9      143  143  143  143        0  143   96.67    92.2  40.63
MT1_20_1_MiFish.1.fq.gz        FASTQ   DNA     605,434   86,366,819       73    142.7      143  142  143  143        0  143   97.02   93.47  48.71
MT1_20_1_MiFish.2.fq.gz        FASTQ   DNA     605,434   86,279,758       73    142.5      143  142  143  143        0  143   96.97   93.39  44.52
MT1_20_2_MiFish.1.fq.gz        FASTQ   DNA     738,731  105,396,181       83    142.7      143  142  143  143        0  143   97.16   93.68  49.19
MT1_20_2_MiFish.2.fq.gz        FASTQ   DNA     738,731  105,259,002       83    142.5      143  142  142  143        0  142   96.93   93.28  44.53
MT1_20_3_MiFish.1.fq.gz        FASTQ   DNA     672,714   95,969,079       62    142.7      143  142  143  143        0  143   97.17   93.68  49.39
MT1_20_3_MiFish.2.fq.gz        FASTQ   DNA     672,714   95,775,812       62    142.4      143  142  142  143        0  142   97.06   93.48  44.82
MT1_20_4_MiFish.1.fq.gz        FASTQ   DNA     709,511  101,112,057       61    142.5      143  142  143  143        0  143   96.91   93.22  48.75
MT1_20_4_MiFish.2.fq.gz        FASTQ   DNA     709,511  101,028,885       61    142.4      143  142  142  143        0  142   97.15   93.62  43.79
MT1_20_5_MiFish.1.fq.gz        FASTQ   DNA     471,601   67,282,316       55    142.7      143  142  143  143        0  143   97.14   93.61   49.8
MT1_20_5_MiFish.2.fq.gz        FASTQ   DNA     471,601   67,240,742       55    142.6      143  142  143  143        0  143   97.16    93.7  45.37
MT1_20_WC_MiFish.1.fq.gz       FASTQ   DNA      54,943    7,853,173       75    142.9      143  143  143  143        0  143   96.76   93.09  48.36
MT1_20_WC_MiFish.2.fq.gz       FASTQ   DNA      54,943    7,816,176       75    142.3      143  142  142  143        0  142   96.97   93.51  43.99
MT1_21_1_MiFish.1.fq.gz        FASTQ   DNA     545,420   77,706,252       72    142.5      143  142  142  143        0  142   96.68   92.96  49.64
MT1_21_1_MiFish.2.fq.gz        FASTQ   DNA     545,420   77,721,287       72    142.5      143  142  142  143        0  143   96.72   92.96  44.63
MT1_21_2_MiFish.1.fq.gz        FASTQ   DNA   1,170,176  166,751,004       58    142.5      143  142  143  143        0  143   96.81    93.1  49.59
MT1_21_2_MiFish.2.fq.gz        FASTQ   DNA   1,170,176  166,824,604       58    142.6      143  142  143  143        0  143   96.74   93.01  44.83
MT1_21_3_MiFish.1.fq.gz        FASTQ   DNA   1,137,227  162,186,117       64    142.6      143  142  143  143        0  143   97.03   93.41  49.42
MT1_21_3_MiFish.2.fq.gz        FASTQ   DNA   1,137,227  162,234,768       64    142.7      143  142  143  143        0  143   96.84    93.1  44.51
MT1_21_4_MiFish.1.fq.gz        FASTQ   DNA     851,272  121,345,171       56    142.5      143  142  143  143        0  143   96.12   92.26  50.14
MT1_21_4_MiFish.2.fq.gz        FASTQ   DNA     851,272  121,406,957       56    142.6      143  142  143  143        0  143   96.42   92.48  45.39
MT1_21_5_MiFish.1.fq.gz        FASTQ   DNA     915,357  130,488,209       63    142.6      143  142  143  143        0  143   96.82   93.13  49.64
MT1_21_5_MiFish.2.fq.gz        FASTQ   DNA     915,357  130,552,087       71    142.6      143  142  143  143        0  143   96.66   92.85   45.1
MT1_2_1_MiFish.1.fq.gz         FASTQ   DNA     970,786  138,367,140       79    142.5      143  142  143  143        0  143   97.32    93.9  49.37
MT1_2_1_MiFish.2.fq.gz         FASTQ   DNA     970,786  138,374,900       72    142.5      143  142  143  143        0  143    97.1   93.53  44.03
MT1_21_WC_MiFish.1.fq.gz       FASTQ   DNA     184,893   26,426,012       73    142.9      143  143  143  143        0  143   95.22   90.21  46.39
MT1_21_WC_MiFish.2.fq.gz       FASTQ   DNA     184,893   26,430,364       73    142.9      143  143  143  143        0  143    96.5   92.06  40.75
MT1_22_1_MiFish.1.fq.gz        FASTQ   DNA   1,308,835  186,330,643       54    142.4      143  142  143  143        0  143    96.8   93.04  48.04
MT1_22_1_MiFish.2.fq.gz        FASTQ   DNA   1,308,835  186,400,234       54    142.4      143  142  142  143        0  142   96.84   93.16  43.17
MT1_22_2_MiFish.1.fq.gz        FASTQ   DNA   1,296,729  184,706,607       84    142.4      143  142  143  143        0  143    96.5   92.58  48.33
MT1_22_2_MiFish.2.fq.gz        FASTQ   DNA   1,296,729  184,657,936       84    142.4      143  142  142  143        0  142   96.83   93.15  42.93
MT1_22_3_MiFish.1.fq.gz        FASTQ   DNA     849,982  120,998,493       62    142.4      143  142  142  143        0  142   96.63   92.74  48.92
MT1_22_3_MiFish.2.fq.gz        FASTQ   DNA     849,982  121,013,749       62    142.4      143  142  142  143        0  142   96.88   93.23  43.31
MT1_22_4_MiFish.1.fq.gz        FASTQ   DNA     315,633   44,937,323       55    142.4      143  142  143  143        0  143   96.32   91.92  49.09
MT1_22_4_MiFish.2.fq.gz        FASTQ   DNA     315,633   44,951,621       55    142.4      143  142  142  143        0  142   97.54   94.31  43.61
MT1_22_5_MiFish.1.fq.gz        FASTQ   DNA     692,714   98,654,456       57    142.4      143  142  142  143        0  143   96.36   91.98  48.83
MT1_22_5_MiFish.2.fq.gz        FASTQ   DNA     692,714   98,653,263       57    142.4      143  142  142  143        0  142   97.47   94.16  43.62
MT1_2_2_MiFish.1.fq.gz         FASTQ   DNA     711,308  101,313,617       57    142.4      143  142  142  143        0  142   97.36      94   49.2
MT1_2_2_MiFish.2.fq.gz         FASTQ   DNA     711,308  101,321,987       57    142.4      143  142  142  143        0  142   97.18   93.69  44.01
MT1_22_WC_MiFish.1.fq.gz       FASTQ   DNA     163,807   23,319,393       55    142.4      143  142  142  143        0  142   96.45   92.24  42.03
MT1_22_WC_MiFish.2.fq.gz       FASTQ   DNA     163,807   23,322,995       55    142.4      143  142  142  143        0  142   96.91   92.84  35.64
MT1_23_1_MiFish.1.fq.gz        FASTQ   DNA     610,610   87,120,963       58    142.7      143  142  143  143        0  143   96.57   92.43  49.65
MT1_23_1_MiFish.2.fq.gz        FASTQ   DNA     610,610   87,154,969       58    142.7      143  142  143  143        0  143   97.61   94.35  45.09
MT1_23_2_MiFish.1.fq.gz        FASTQ   DNA     647,655   92,444,090       64    142.7      143  143  143  143        0  143   96.36   92.12  49.46
MT1_23_2_MiFish.2.fq.gz        FASTQ   DNA     647,655   92,456,993       85    142.8      143  143  143  143        0  143   97.38   94.03   45.2
MT1_23_3_MiFish.1.fq.gz        FASTQ   DNA     675,520   96,369,106       56    142.7      143  142  143  143        0  143   96.26   91.91  49.31
MT1_23_3_MiFish.2.fq.gz        FASTQ   DNA     675,520   96,385,520       56    142.7      143  142  143  143        0  143    97.4   94.01  44.75
MT1_23_4_MiFish.1.fq.gz        FASTQ   DNA     815,000  116,257,640       58    142.6      143  142  143  143        0  143   96.34   92.08  49.61
MT1_23_4_MiFish.2.fq.gz        FASTQ   DNA     815,000  116,217,053       58    142.6      143  142  143  143        0  143   97.38   93.95  45.24
MT1_23_5_MiFish.1.fq.gz        FASTQ   DNA   1,116,170  159,245,761      113    142.7      143  142  143  143        0  143   96.15   91.64  48.83
MT1_23_5_MiFish.2.fq.gz        FASTQ   DNA   1,116,170  159,244,433      116    142.7      143  142  143  143        0  143   97.54   94.28  44.17
MT1_2_3_MiFish.1.fq.gz         FASTQ   DNA   1,015,541  144,689,535       83    142.5      143  142  143  143        0  143   97.24   93.79  49.25
MT1_2_3_MiFish.2.fq.gz         FASTQ   DNA   1,015,541  144,656,736       83    142.4      143  142  142  143        0  142   97.14   93.65  44.19
MT1_23_WC_MiFish.1.fq.gz       FASTQ   DNA     120,715   17,229,087       53    142.7      143  143  143  143        0  143   93.76    88.7  47.19
MT1_23_WC_MiFish.2.fq.gz       FASTQ   DNA     120,715   17,232,326       53    142.8      143  143  143  143        0  143   96.08   91.45  40.31
MT1_24_1_MiFish.1.fq.gz        FASTQ   DNA     758,068  108,075,400       60    142.6      143  142  143  143        0  143    96.5   92.27  49.74
MT1_24_1_MiFish.2.fq.gz        FASTQ   DNA     758,068  108,146,338       60    142.7      143  142  143  143        0  143   97.39   93.97  45.52
MT1_24_2_MiFish.1.fq.gz        FASTQ   DNA     430,531   61,320,254       57    142.4      143  142  143  143        0  143   97.12    93.5  48.92
MT1_24_2_MiFish.2.fq.gz        FASTQ   DNA     430,531   61,358,062       57    142.5      143  142  143  143        0  143    97.3   93.85  43.82
MT1_24_3_MiFish.1.fq.gz        FASTQ   DNA   1,068,205  151,776,539       57    142.1      143  142  142  143        0  142   97.21   93.65  48.83
MT1_24_3_MiFish.2.fq.gz        FASTQ   DNA   1,068,205  152,143,648       57    142.4      143  142  142  143        0  142   97.26   93.82  43.78
MT1_24_4_MiFish.1.fq.gz        FASTQ   DNA   1,078,638  153,729,482       63    142.5      143  142  143  143        0  143   97.12   93.42  48.45
MT1_24_4_MiFish.2.fq.gz        FASTQ   DNA   1,078,638  153,813,806       63    142.6      143  142  143  143        0  143   97.33   93.85  43.72
MT1_24_5_MiFish.1.fq.gz        FASTQ   DNA   1,157,317  164,866,086       55    142.5      143  142  143  143        0  143    96.9   93.09  48.42
