file                           format  type   num_seqs      sum_len  min_len  avg_len  max_len     Q1     Q2     Q3  sum_gap  N50  Q20(%)  Q30(%)
33b~Fish16S.fastq              FASTQ   DNA      50,915   10,672,210       26    209.6      230    202    207    216        0  207   97.67   96.43
33c~Fish16S.fastq              FASTQ   DNA      65,962   13,398,585       78    203.1      223    202    202    203        0  202   97.76    96.6
33d~Fish16S.fastq              FASTQ   DNA      53,527   10,828,712       99    202.3      226    202    202    203        0  202   97.63   96.35
34a~Fish16S.fastq              FASTQ   DNA      40,674    8,251,098      146    202.9      225    202    203    203        0  203   96.75   95.06
34b~Fish16S.fastq              FASTQ   DNA      40,111    8,115,609       79    202.3      223    201    202    204        0  202   96.37    94.6
34c~Fish16S.fastq              FASTQ   DNA      33,839    6,845,975      190    202.3      228    201    203    203        0  203   96.38   94.56
34d~Fish16S.fastq              FASTQ   DNA      47,014    9,533,966       41    202.8      227    202    203    203        0  203   96.82   95.19
35a~Fish16S.fastq              FASTQ   DNA      50,812   10,263,620       99      202      223    201    202    204        0  202   96.55   94.83
35b~Fish16S.fastq              FASTQ   DNA      32,695    6,615,170      195    202.3      228    200    203    204        0  203   96.53   94.66
35c~Fish16S.fastq              FASTQ   DNA      54,345   11,105,145      103    204.3      242    204    205    205        0  205   96.58   94.76
35d~Fish16S.fastq              FASTQ   DNA      47,678    9,641,259        9    202.2      226    201    202    204        0  202   96.61   94.94
36a~Fish16S.fastq              FASTQ   DNA      53,052   10,734,496       77    202.3      215    202    202    202        0  202   96.69   95.12
36b~Fish16S.fastq              FASTQ   DNA      62,174   12,642,616       99    203.3      210    203    203    204        0  203   96.94   95.41
36c~Fish16S.fastq              FASTQ   DNA      52,507   10,546,969       41    200.9      227    202    203    204        0  203   96.49   94.78
36d~Fish16S.fastq              FASTQ   DNA      52,190   10,596,479       77      203      213    202    204    204        0  204   96.54   94.82
37a~Fish16S.fastq              FASTQ   DNA      75,437   15,221,438       10    201.8      227    200    202    203        0  202   96.44   94.62
37b~Fish16S.fastq              FASTQ   DNA      51,058   10,348,373        1    202.7      227    200    202    203        0  202   96.58   94.94
37c~Fish16S.fastq              FASTQ   DNA      39,767    7,021,747        1    176.6      224    201    202    203        0  202   96.71   95.13
37d~Fish16S.fastq              FASTQ   DNA      44,095    8,970,209        1    203.4      228    202    202    204        0  202   96.74   95.12
38a~Fish16S.fastq              FASTQ   DNA      34,118    6,965,143       22    204.1      234    200    202    203        0  202   96.56   94.82
38b~Fish16S.fastq              FASTQ   DNA      50,687   10,417,883       61    205.5      228    201    203    207        0  206   96.61   94.77
38c~Fish16S.fastq              FASTQ   DNA      47,699    9,741,510        8    204.2      222    201    203    207        0  203   96.52   94.73
38d~Fish16S.fastq              FASTQ   DNA      64,705   12,602,002       15    194.8      228    198    200    203        0  201   96.46   94.67
39a~Fish16S.fastq              FASTQ   DNA      41,585    8,474,784       80    203.8      236    200    202    206        0  202   97.84   96.72
39b~Fish16S.fastq              FASTQ   DNA      38,206    7,698,671       77    201.5      220    201    202    202        0  202   97.68   96.44
39c~Fish16S.fastq              FASTQ   DNA      32,628    6,602,573      131    202.4      217    200    202    202        0  202   97.66    96.4
39d~Fish16S.fastq              FASTQ   DNA      67,461   10,645,274        1    157.8      276    198    201    201        0  201    97.8    96.7
3a~Fish16S.fastq               FASTQ   DNA      28,080    5,896,478        1      210      277    202    203    226        0  203   98.65   97.58
3b~Fish16S.fastq               FASTQ   DNA      24,187    5,040,073        1    208.4      278    201    203    213        0  203   97.59   96.32
3c~Fish16S.fastq               FASTQ   DNA      24,333    5,108,690      198    209.9      277    204    204    223        0  204   97.95    96.8
3d~Fish16S.fastq               FASTQ   DNA       3,545      758,265      200    213.9      277    203    217    217        0  217    98.3   96.98
40a~Fish16S.fastq              FASTQ   DNA      45,013    9,069,982        1    201.5      227    200    201    202        0  201   97.82   96.62
40b~Fish16S.fastq              FASTQ   DNA      44,587    9,041,592       80    202.8      216    201    201    207        0  201   97.98   96.89
40c~Fish16S.fastq              FASTQ   DNA      48,619    9,782,027       21    201.2      229    199    201    203        0  201   97.84   96.66
40d~Fish16S.fastq              FASTQ   DNA      54,618   11,032,346      194      202      227    199    202    204        0  202   97.75   96.52
41a~Fish16S.fastq              FASTQ   DNA      25,353    5,164,808       46    203.7      220    202    202    203        0  202   97.91   96.71
41b~Fish16S.fastq              FASTQ   DNA      68,113   14,028,291       99      206      223    202    208    208        0  208   97.95   96.81
41c~Fish16S.fastq              FASTQ   DNA      68,011   13,759,462       17    202.3      226    202    203    203        0  203   97.85   96.68
41d~Fish16S.fastq              FASTQ   DNA      81,273   16,446,603       23    202.4      227    201    202    202        0  202   97.62   96.29
42a~Fish16S.fastq              FASTQ   DNA      42,451    8,552,111       66    201.5      212    199    201    203        0  201   97.85   96.76
42b~Fish16S.fastq              FASTQ   DNA      68,169   14,130,736        1    207.3      230    202    205    210        0  205   97.85   96.54
42c~Fish16S.fastq              FASTQ   DNA      57,361   11,684,518        8    203.7      229    201    201    203        0  201   97.88   96.85
42d~Fish16S.fastq              FASTQ   DNA      35,831    7,255,270       26    202.5      228    202    203    204        0  203   97.91   96.71
43a~Fish16S.fastq              FASTQ   DNA      59,873   12,293,627       85    205.3      224    200    203    210        0  207   97.86   96.66
43b~Fish16S.fastq              FASTQ   DNA      48,397    9,864,981        1    203.8      227    201    203    205        0  203   97.76   96.58
43c~Fish16S.fastq              FASTQ   DNA      51,806   10,347,707       41    199.7      276    200    201    202        0  201   97.78   96.59
43d~Fish16S.fastq              FASTQ   DNA      49,128    9,888,884        1    201.3      230    200    201    202        0  201   97.92   96.82
44a~Fish16S.fastq              FASTQ   DNA      38,554    7,795,935       41    202.2      223    202    202    203        0  202   96.26   94.34
44b~Fish16S.fastq              FASTQ   DNA      33,709    6,981,174       39    207.1      229    202    203    210        0  203   96.52   94.65
44c~Fish16S.fastq              FASTQ   DNA      39,134    7,964,576       69    203.5      211    202    202    202        0  202   96.23   94.24
44d~Fish16S.fastq              FASTQ   DNA      29,806    6,005,516      120    201.5      205    201    201    202        0  201   96.69    94.9
45a~Fish16S.fastq              FASTQ   DNA      65,429   13,401,497       98    204.8      228    201    201    204        0  201   96.94   95.43
45b~Fish16S.fastq              FASTQ   DNA      35,406    7,214,960      192    203.8      227    203    204    204        0  204   96.92   95.34
45c~Fish16S.fastq              FASTQ   DNA      47,162    9,615,720       93    203.9      213    202    203    204        0  203   96.71   95.06
45d~Fish16S.fastq              FASTQ   DNA      33,304    6,708,084      143    201.4      223    200    202    202        0  202   96.96   95.49
46a~Fish16S.fastq              FASTQ   DNA      72,949   14,726,064       44    201.9      221    198    202    204        0  202   97.03   95.64
46b~Fish16S.fastq              FASTQ   DNA      16,744    3,344,643      108    199.8      223    198    198    203        0  198   96.94   95.57
46c~Fish16S.fastq              FASTQ   DNA      17,695    3,586,681       87    202.7      217    201    201    203        0  201   97.14   95.75
46d~Fish16S.fastq              FASTQ   DNA      70,464   14,041,011       55    199.3      227    198    198    198        0  198    96.8   95.42
47a~Fish16S.fastq              FASTQ   DNA      47,592    9,652,804       55    202.8      232    202    203    203        0  203   97.19   95.77
47b~Fish16S.fastq              FASTQ   DNA      48,776    9,922,697      195    203.4      223    202    203    204        0  203   97.22   95.82
47c~Fish16S.fastq              FASTQ   DNA      65,401   13,351,820       11    204.2      228    202    203    206        0  203   97.25   95.87
47d~Fish16S.fastq              FASTQ   DNA      50,933   10,368,114       23    203.6      229    202    203    204        0  203    97.1   95.64
48a~Fish16S.fastq              FASTQ   DNA      44,997    9,032,920       20    200.7      226    198    199    202        0  199   96.93   95.57
48b~Fish16S.fastq              FASTQ   DNA      70,836   14,005,258       12    197.7      226    198    198    198        0  198    96.7   95.26
48c~Fish16S.fastq              FASTQ   DNA      63,371   12,672,223       12      200      230    198    198    201        0  198   97.01   95.67
48d~Fish16S.fastq              FASTQ   DNA      62,537   12,440,663       55    198.9      227    198    198    198        0  198   96.78    95.4
49a~Fish16S.fastq              FASTQ   DNA      74,430   15,252,592       51    204.9      231    202    203    208        0  203   97.36   95.98
49b~Fish16S.fastq              FASTQ   DNA      47,694    9,767,538      141    204.8      227    202    202    202        0  202   97.42   96.17
49c~Fish16S.fastq              FASTQ   DNA          12        2,419      198    201.6      204    201    202    202        0  202   80.16   72.92
49d~Fish16S.fastq              FASTQ   DNA      82,017   16,640,847       73    202.9      226    202    202    204        0  202   97.08   95.65
4a~Fish16S.fastq               FASTQ   DNA      15,691    3,252,280       99    207.3      278    202    203    207        0  203   98.15   96.94
4b~Fish16S.fastq               FASTQ   DNA      10,676    2,175,876       99    203.8      277    202    204    204        0  204   97.64   96.46
4c~Fish16S.fastq               FASTQ   DNA      15,228    3,110,416        1    204.3      278    200    200    204        0  200   97.23   95.86
4d~Fish16S.fastq               FASTQ   DNA      18,279    3,718,918       20    203.5      278    201    202    207        0  202   98.43   97.13
50a~Fish16S.fastq              FASTQ   DNA     116,798   23,763,740      140    203.5      224    200    204    204        0  204   97.22   95.78
50b~Fish16S.fastq              FASTQ   DNA      93,046   18,842,132      192    202.5      222    202    202    203        0  202   96.97   95.42
50c~Fish16S.fastq              FASTQ   DNA      65,638   13,424,308       42    204.5      229    202    202    204        0  202    97.2   95.83
50d~Fish16S.fastq              FASTQ   DNA      44,568    9,036,617       10    202.8      214    199    202    202        0  202   96.96   95.59
51a~Fish16S.fastq              FASTQ   DNA     100,092   20,323,484       47      203      226    201    202    204        0  202   97.29   95.92
51b~Fish16S.fastq              FASTQ   DNA      73,248   15,204,031       18    207.6      234    200    213    213        0  213   97.03   95.54
51c~Fish16S.fastq              FASTQ   DNA      81,698   16,556,755       21    202.7      228    202    204    205        0  204   97.09   95.62
51d~Fish16S.fastq              FASTQ   DNA      88,857   18,012,217       22    202.7      233    199    202    205        0  203   97.03   95.49
52a~Fish16S.fastq              FASTQ   DNA      68,395   13,784,817       77    201.5      213    200    202    203        0  202   97.06   95.55
52b~Fish16S.fastq              FASTQ   DNA      66,468   13,407,762       75    201.7      206    202    202    203        0  202   97.25   95.85
52c~Fish16S.fastq              FASTQ   DNA      66,615   13,576,599       81    203.8      226    203    204    206        0  204   97.53   96.26
52d~Fish16S.fastq              FASTQ   DNA      80,048   16,116,340       23    201.3      211    199    202    202        0  202    97.1   95.63
53a~Fish16S.fastq              FASTQ   DNA      73,520   14,918,552       12    202.9      219    201    204    204        0  204    97.1   95.65
53b~Fish16S.fastq              FASTQ   DNA      79,171   16,100,882      126    203.4      229    202    204    204        0  204   97.12   95.67
53c~Fish16S.fastq              FASTQ   DNA      96,595   19,703,906       98      204      217    204    204    204        0  204   97.39   96.06
53d~Fish16S.fastq              FASTQ   DNA      90,572   18,521,026       99    204.5      228    204    204    204        0  204   97.25   95.84
54a~Fish16S.fastq              FASTQ   DNA      73,867   15,156,706       21    205.2      230    204    204    208        0  204      98   96.95
54b~Fish16S.fastq              FASTQ   DNA      73,004   14,816,739       60      203      229    198    203    204        0  203    97.9   96.78
54c~Fish16S.fastq              FASTQ   DNA      65,316   13,204,603       30    202.2      227    199    202    204        0  202    97.7   96.45
54d~Fish16S.fastq              FASTQ   DNA      98,232   20,010,246       40    203.7      227    203    204    204        0  204   98.08   97.08
55a~Fish16S.fastq              FASTQ   DNA      69,390   14,050,743       57    202.5      228    202    202    202        0  202   97.92   96.99
55b~Fish16S.fastq              FASTQ   DNA      66,426   13,535,298      197    203.8      227    202    202    204        0  202   97.98      97
55c~Fish16S.fastq              FASTQ   DNA      80,869   16,565,198      198    204.8      228    202    202    204        0  202    97.9   96.91
55d~Fish16S.fastq              FASTQ   DNA      71,197   14,043,323       57    197.2      228    202    202    202        0  202   97.97   97.04
56a~Fish16S.fastq              FASTQ   DNA      75,206   15,293,275       56    203.4      227    198    198    204        0  198   97.96   96.91
56b~Fish16S.fastq              FASTQ   DNA     105,018   20,921,315       79    199.2      229    202    204    208        0  204   98.02   96.97
56c~Fish16S.fastq              FASTQ   DNA      97,728   19,467,387       99    199.2      226    198    198    198        0  198    97.9   96.87
56d~Fish16S.fastq              FASTQ   DNA      78,466   15,607,905       99    198.9      226    198    198    198        0  198   97.97   96.97
57a~Fish16S.fastq              FASTQ   DNA     163,535   33,063,536      126    202.2      209    202    202    204        0  202   98.32   97.34
57b~Fish16S.fastq              FASTQ   DNA      96,274   19,604,727      103    203.6      226    202    204    205        0  204   98.18   97.14
57c~Fish16S.fastq              FASTQ   DNA     107,167   21,588,005      145    201.4      229    198    198    204        0  198   98.32   97.32
57d~Fish16S.fastq              FASTQ   DNA      65,653   13,701,672       99    208.7      228    198    204    226        0  204   98.19   97.15
58a~Fish16S.fastq              FASTQ   DNA      91,094   18,680,156      194    205.1      229    198    202    204        0  202   98.28    97.3
58b~Fish16S.fastq              FASTQ   DNA     126,070   25,728,982       85    204.1      230    198    198    204        0  198   98.07   96.98
58c~Fish16S.fastq              FASTQ   DNA     114,558   23,192,403      126    202.5      241    198    198    208        0  198   98.21   97.19
58d~Fish16S.fastq              FASTQ   DNA     113,907   23,412,984       23    205.5      230    203    208    208        0  208   98.05      97
59a~Fish16S.fastq              FASTQ   DNA     141,587   29,031,234       41      205      228    202    202    208        0  204   97.16   95.65
59b~Fish16S.fastq              FASTQ   DNA     115,231   23,384,165       41    202.9      240    199    202    204        0  202   97.14   95.65
59c~Fish16S.fastq              FASTQ   DNA      98,089   19,459,012       36    198.4      230    198    198    198        0  198      97    95.5
59d~Fish16S.fastq              FASTQ   DNA     137,943   28,093,323       41    203.7      229    201    202    204        0  202   97.33   95.93
5a~Fish16S.fastq               FASTQ   DNA      54,786   11,247,006        1    205.3      280    202    207    210        0  209   98.69   97.39
5b~Fish16S.fastq               FASTQ   DNA      49,721   10,165,243       96    204.4      278    202    202    210        0  202   98.63   97.45
5c~Fish16S.fastq               FASTQ   DNA      61,026   10,928,373        1    179.1      277     99    203    204        0  203    98.8   97.85
5d~Fish16S.fastq               FASTQ   DNA      47,877    9,805,270        1    204.8      278    201    201    203        0  201   98.25   97.01
60a~Fish16S.fastq              FASTQ   DNA     127,459   25,888,057      194    203.1      228    202    202    203        0  202    97.7   96.47
60b~Fish16S.fastq              FASTQ   DNA     113,024   22,883,947       99    202.5      228    202    202    202        0  202   97.98   96.86
60c~Fish16S.fastq              FASTQ   DNA      76,464   14,508,395       21    189.7      228    201    202    204        0  202   97.35   95.93
60d~Fish16S.fastq              FASTQ   DNA      78,521   14,808,606        2    188.6      228    202    202    202        0  202   97.86    96.7
61a~Fish16S.fastq              FASTQ   DNA     140,475   29,076,914       63      207      228    202    204    204        0  204   97.58   96.22
61b~Fish16S.fastq              FASTQ   DNA      62,946   12,853,733      197    204.2      228    202    202    204        0  202   97.69   96.46
61c~Fish16S.fastq              FASTQ   DNA      92,805   18,996,613       41    204.7      231    202    203    204        0  203   97.47    96.1
61d~Fish16S.fastq              FASTQ   DNA      71,401   14,560,761       41    203.9      226    204    204    204        0  204   97.52   96.09
62a~Fish16S.fastq              FASTQ   DNA      74,614   15,255,674       25    204.5      228    204    204    204        0  204   97.53   96.12
62b~Fish16S.fastq              FASTQ   DNA      68,884   13,768,353        7    199.9      241    202    204    204        0  204   97.53   96.15
62c~Fish16S.fastq              FASTQ   DNA      66,318   13,867,886        7    209.1      229    204    204    224        0  204   97.77    96.5
62d~Fish16S.fastq              FASTQ   DNA      70,538   14,433,705       13    204.6      228    204    204    204        0  204   97.61   96.25
63a~Fish16S.fastq              FASTQ   DNA      70,324   14,349,973       97    204.1      228    202    202    204        0  202   97.56   96.26
63b~Fish16S.fastq              FASTQ   DNA     106,910   21,743,601       23    203.4      229    200    202    204        0  202   97.35   95.96
63c~Fish16S.fastq              FASTQ   DNA      90,823   18,565,925      196    204.4      228    202    204    204        0  204   97.59   96.26
63d~Fish16S.fastq              FASTQ   DNA      37,980    7,682,707       99    202.3      228    202    202    202        0  202   97.64   96.36
